# [l(l+1)/2pi] C_l's for tensor mode (units: [microK]^2)
# for l=2 to 500, i.e. number of multipoles equal to 499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  171       4.328548063465e-03       4.475410172704e-05       1.949606499694e-05       3.518052448470e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  172       4.326152084375e-03       4.371225427309e-05       1.907714823483e-05       4.778460637200e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  173       4.336397026116e-03       4.268281015185e-05       1.867182207694e-05       5.960088982871e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  174       4.358490461937e-03       4.166641771013e-05       1.828009701390e-05       7.064011883635e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  175       4.391639326675e-03       4.066370768175e-05       1.790196428017e-05       8.091399590034e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  176       4.434999906435e-03       3.967529965389e-05       1.753738871626e-05       9.043588619129e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  177       4.487721826255e-03       3.870179555241e-05       1.718631594894e-05       9.922012762628e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  178       4.549085639401e-03       3.774376037402e-05       1.684869567863e-05       1.072798372004e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  179       4.618374867171e-03       3.680173909914e-05       1.652445927057e-05       1.146289834835e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  180       4.694831606506e-03       3.587626221868e-05       1.621351172651e-05       1.212831165641e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  181       4.777695412780e-03       3.496784029283e-05       1.591573975378e-05       1.272586542139e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  182       4.866324677588e-03       3.407694805935e-05       1.563103772095e-05       1.325706215112e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  183       4.960083680743e-03       3.320403822618e-05       1.535928280684e-05       1.372347833881e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  184       5.058303479593e-03       3.234954591037e-05       1.510032615900e-05       1.412683929443e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  185       5.160315935143e-03       3.151388438098e-05       1.485400171349e-05       1.446894648188e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  186       5.265559724053e-03       3.069743286975e-05       1.462015438644e-05       1.475144823751e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  187       5.373481636656e-03       2.990054693940e-05       1.439861317623e-05       1.497605588195e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  188       5.483502461342e-03       2.912356173505e-05       1.418918164621e-05       1.514461931222e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  189       5.595046792869e-03       2.836678916404e-05       1.399164766155e-05       1.525905271516e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  190       5.707635719913e-03       2.763051017369e-05       1.380581432503e-05       1.532110095988e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  191       5.820800495788e-03       2.691498098514e-05       1.363147055967e-05       1.533255957570e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  192       5.934052755124e-03       2.622043491897e-05       1.346838075516e-05       1.529535145614e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  193       6.046909157147e-03       2.554708100649e-05       1.331629462803e-05       1.521145629633e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  194       6.158967887064e-03       2.489510070127e-05       1.317497844908e-05       1.508268913245e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  195       6.269837359056e-03       2.426465000525e-05       1.304418537318e-05       1.491090894834e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  196       6.379111657252e-03       2.365585988264e-05       1.292364502660e-05       1.469809128277e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  197       6.486394709623e-03       2.306883679249e-05       1.281307593820e-05       1.444624576696e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  198       6.591375135070e-03       2.250366532779e-05       1.271222460264e-05       1.415715860341e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  199       6.693756520181e-03       2.196040484488e-05       1.262082856242e-05       1.383263448616e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  200       6.793233462931e-03       2.143908799540e-05       1.253860354342e-05       1.347458041189e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  201       6.889491473603e-03       2.093972024991e-05       1.246524312905e-05       1.308500707235e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  202       6.982229069027e-03       2.046228288965e-05       1.240043334557e-05       1.266593808482e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  203       7.071226011318e-03       2.000674320906e-05       1.234389825110e-05       1.221912759911e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  204       7.156279734403e-03       1.957304412054e-05       1.229535696248e-05       1.174632527916e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  205       7.237183552810e-03       1.916110028824e-05       1.225450875483e-05       1.124936777609e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  206       7.313726627545e-03       1.877079766186e-05       1.222103277931e-05       1.073017985093e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  207       7.385710184988e-03       1.840199893095e-05       1.219460248548e-05       1.019069015546e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  208       7.452997498120e-03       1.805456127777e-05       1.217493058961e-05       9.632569732925e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  209       7.515467312179e-03       1.772831895788e-05       1.216172668591e-05       9.057477515382e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  210       7.572997914608e-03       1.742307704348e-05       1.215468258275e-05       8.467144913157e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  211       7.625467146230e-03       1.713861097374e-05       1.215347206139e-05       7.863376699672e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  212       7.672764425511e-03       1.687467440681e-05       1.215776534507e-05       7.247970877340e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  213       7.714827705665e-03       1.663102430207e-05       1.216727409932e-05       6.622470390923e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  214       7.751609047539e-03       1.640739667141e-05       1.218170901981e-05       5.988396271714e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  215       7.783062874691e-03       1.620349800533e-05       1.220076519541e-05       5.347327808132e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  216       7.809146016480e-03       1.601900484531e-05       1.222412190594e-05       4.700903215256e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  217       7.829825772593e-03       1.585357392914e-05       1.225145678856e-05       4.050745697855e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  218       7.845104611876e-03       1.570687426193e-05       1.228248980067e-05       3.398234799449e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  219       7.854997195318e-03       1.557855634572e-05       1.231694178245e-05       2.744721179571e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  220       7.859522564907e-03       1.546824139916e-05       1.235452018568e-05       2.091600334784e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  221       7.858704207077e-03       1.537552095671e-05       1.239491890795e-05       1.440313078968e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  222       7.852574759149e-03       1.529996943605e-05       1.243783213319e-05       7.922777663769e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  223       7.841190336406e-03       1.524118357662e-05       1.248299719396e-05       1.486810808150e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  224       7.824617257203e-03       1.519874478385e-05       1.253015416896e-05      -4.893253958829e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  225       7.802927557766e-03       1.517220602359e-05       1.257903199568e-05      -1.120557833382e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  226       7.776199066888e-03       1.516109145269e-05       1.262934833863e-05      -1.743799838013e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  227       7.744517319534e-03       1.516491033790e-05       1.268082232938e-05      -2.357861046589e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  228       7.707981277879e-03       1.518320055846e-05       1.273321395744e-05      -2.961757689652e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  229       7.666698118027e-03       1.521548714915e-05       1.278628692421e-05      -3.554542878440e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  230       7.620781502256e-03       1.526126792584e-05       1.283979589456e-05      -4.135248549198e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  231       7.570351657979e-03       1.532001314927e-05       1.289348639485e-05      -4.702885284936e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  232       7.515534708158e-03       1.539118352976e-05       1.294710826614e-05      -5.256499641909e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  233       7.456460452973e-03       1.547428617905e-05       1.300045716239e-05      -5.795350451402e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  234       7.393264603364e-03       1.556882148274e-05       1.305333543266e-05      -6.318743124967e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  235       7.326089594054e-03       1.567426477789e-05       1.310553872644e-05      -6.825973084173e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  236       7.255084660852e-03       1.579006605744e-05       1.315685592174e-05      -7.316325710015e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  237       7.180405917952e-03       1.591564967470e-05       1.320706905325e-05      -7.789076292321e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  238       7.102213120447e-03       1.605043608655e-05       1.325596671629e-05      -8.243542522042e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  239       7.020659574415e-03       1.619390915587e-05       1.330338532801e-05      -8.679245601589e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  240       6.935901765464e-03       1.634555235332e-05       1.334917022660e-05      -9.095758797000e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  241       6.848102688473e-03       1.650482683758e-05       1.339316237713e-05      -9.492655832844e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  242       6.757431917898e-03       1.667117120629e-05       1.343519832814e-05      -9.869510952478e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  243       6.664065678074e-03       1.684400124695e-05       1.347511016822e-05      -1.022589897830e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  244       6.568181687787e-03       1.702273250268e-05       1.351273673988e-05      -1.056143430603e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  245       6.469943210668e-03       1.720684996347e-05       1.354795810603e-05      -1.087589032009e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  246       6.369514198341e-03       1.739584201151e-05       1.358066303682e-05      -1.116908715480e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  247       6.267064490844e-03       1.758917777491e-05       1.361073791495e-05      -1.144085353308e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  248       6.162769876441e-03       1.778630692442e-05       1.363806671485e-05      -1.169102690492e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  249       6.056812151445e-03       1.798665947018e-05       1.366253098187e-05      -1.191945358572e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  250       5.949372741674e-03       1.818966914338e-05       1.368401928574e-05      -1.212601671550e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  251       5.840613035144e-03       1.839484545732e-05       1.370245622908e-05      -1.231072163999e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  252       5.730693030316e-03       1.860170541108e-05       1.371777507284e-05      -1.247361572675e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  253       5.619777719570e-03       1.880975012152e-05       1.372990841007e-05      -1.261476117847e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  254       5.508037136703e-03       1.901846466512e-05       1.373878816316e-05      -1.273423522459e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  255       5.395646404438e-03       1.922731791981e-05       1.374434558113e-05      -1.283213031292e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  256       5.282778737844e-03       1.943578585903e-05       1.374651869997e-05      -1.290857100165e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  257       5.169583919346e-03       1.964342321605e-05       1.374527519540e-05      -1.296376529588e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  258       5.056208702242e-03       1.984979555339e-05       1.374059081352e-05      -1.299795657842e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  259       4.942803780023e-03       2.005445605960e-05       1.373244203465e-05      -1.301140739084e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  260       4.829523821030e-03       2.025694543380e-05       1.372080608419e-05      -1.300439965557e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  261       4.716527503111e-03       2.045679177034e-05       1.370566094357e-05      -1.297723489797e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  262       4.603970355770e-03       2.065353326112e-05       1.368699085009e-05      -1.293024097511e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  263       4.491982778065e-03       2.084678792684e-05       1.366480310979e-05      -1.286379221546e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  264       4.380690876485e-03       2.103618750483e-05       1.363911223253e-05      -1.277829082118e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  265       4.270223570410e-03       2.122135490208e-05       1.360993454676e-05      -1.267416069360e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  266       4.160712614236e-03       2.140190411959e-05       1.357728822008e-05      -1.255184766658e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  267       4.052292619512e-03       2.157744017668e-05       1.354119327962e-05      -1.241181973995e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  268       3.945094384369e-03       2.174757984171e-05       1.350167514117e-05      -1.225456524450e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  269       3.839224437985e-03       2.191201521746e-05       1.345877536470e-05      -1.208058674681e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  270       3.734784436570e-03       2.207045343595e-05       1.341254151843e-05      -1.189040727006e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  271       3.631877767722e-03       2.222259611998e-05       1.336302374857e-05      -1.168457256176e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  272       3.530609561415e-03       2.236813934204e-05       1.331027480568e-05      -1.146365132364e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  273       3.431086700994e-03       2.250677358335e-05       1.325435007092e-05      -1.122823544168e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  274       3.333411155201e-03       2.263820447986e-05       1.319530940556e-05      -1.097892893765e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  275       3.237659562248e-03       2.276221635630e-05       1.313322275325e-05      -1.071631370543e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  276       3.143902590405e-03       2.287861196304e-05       1.306816488439e-05      -1.044098241544e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  277       3.052211520348e-03       2.298719198300e-05       1.300021362873e-05      -1.015354984124e-04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  278       2.962658245509e-03       2.308775502370e-05       1.292944990453e-05      -9.854653071516e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  279       2.875315272436e-03       2.318009760935e-05       1.285595774776e-05      -9.544951722095e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  280       2.790255721145e-03       2.326401417296e-05       1.277982434135e-05      -9.225128147937e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  281       2.707547225603e-03       2.333931642861e-05       1.270113998872e-05      -8.895867466970e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  282       2.627233287142e-03       2.340589260761e-05       1.261999797281e-05      -8.557796058084e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  283       2.549350962459e-03       2.346365125438e-05       1.253649474669e-05      -8.211540312239e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  284       2.473936868232e-03       2.351250214206e-05       1.245073001764e-05      -7.857746716212e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  285       2.401027172239e-03       2.355235629393e-05       1.236280677616e-05      -7.497082034024e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  286       2.330657584475e-03       2.358312600490e-05       1.227283132521e-05      -7.130233488366e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  287       2.262863348268e-03       2.360472486289e-05       1.218091330927e-05      -6.757908942026e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  288       2.197674787072e-03       2.361708249130e-05       1.208716381761e-05      -6.380811244315e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  289       2.135103715694e-03       2.362018955135e-05       1.199168952892e-05      -5.999559472208e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  290       2.075156329420e-03       2.361405504120e-05       1.189459832949e-05      -5.614764088283e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  291       2.017837571650e-03       2.359869182100e-05       1.179600123875e-05      -5.227052562940e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  292       1.963151118601e-03       2.357411665557e-05       1.169601243571e-05      -4.837069518584e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  293       1.911099364019e-03       2.354035025704e-05       1.159474928520e-05      -4.445476873805e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  294       1.861683403891e-03       2.349741732755e-05       1.149233236433e-05      -4.052953987553e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  295       1.814900108856e-03       2.344535697753e-05       1.138888214422e-05      -3.660168320820e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  296       1.770733214079e-03       2.338425445828e-05       1.128450880141e-05      -3.267685534265e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  297       1.729161762623e-03       2.331421106872e-05       1.117932195826e-05      -2.876055263325e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  298       1.690162959156e-03       2.323533397661e-05       1.107343400413e-05      -2.485840306639e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  299       1.653712150665e-03       2.314773627547e-05       1.096696011714e-05      -2.097616729716e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  300       1.619782807157e-03       2.305153704149e-05       1.086001828590e-05      -1.711973968590e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  301       1.588346502373e-03       2.294686139046e-05       1.075272933129e-05      -1.329514933490e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  302       1.559371528568e-03       2.283384627339e-05       1.064521276696e-05      -9.508262857730e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  303       1.532818707099e-03       2.271265805363e-05       1.053757411700e-05      -5.763874811879e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  304       1.508645339442e-03       2.258347588306e-05       1.042991703306e-05      -2.066575707212e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  305       1.486806534023e-03       2.244648610351e-05       1.032234741704e-05       1.578953012293e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  306       1.467255185136e-03       2.230188231117e-05       1.021497343738e-05       5.167938323064e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  307       1.449941951859e-03       2.214986542105e-05       1.010790554536e-05       8.695514976450e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  308       1.434815236968e-03       2.199064373140e-05       1.000125649139e-05       1.215672485324e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  309       1.421821291309e-03       2.182443411648e-05       9.895136183640e-06       1.554683111400e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  310       1.410904575566e-03       2.165146553412e-05       9.789635964216e-06       1.886227824118e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  311       1.402007374255e-03       2.147197580834e-05       9.684843628248e-06       2.209977570880e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  312       1.395069650966e-03       2.128621058140e-05       9.580848524944e-06       2.525598699082e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  313       1.390029027432e-03       2.109442337976e-05       9.477741567428e-06       2.832752930998e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  314       1.386820762604e-03       2.089687567985e-05       9.375615242576e-06       3.131097338673e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  315       1.385377731723e-03       2.069383697396e-05       9.274563620852e-06       3.420284318803e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  316       1.385630405395e-03       2.048558483612e-05       9.174682366141e-06       3.699961567631e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  317       1.387508470234e-03       2.027240103201e-05       9.076063074466e-06       3.969802397994e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  318       1.390945815516e-03       2.005455951744e-05       8.978775984219e-06       4.229598272177e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  319       1.395875733406e-03       1.983233802040e-05       8.882886495407e-06       4.479170446622e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  320       1.402229279026e-03       1.960602200841e-05       8.788460772625e-06       4.718340021828e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  321       1.409935251485e-03       1.937590474974e-05       8.695565748151e-06       4.946927953358e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  322       1.418920174904e-03       1.914228737451e-05       8.604269125020e-06       5.164755062845e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  323       1.429108279444e-03       1.890547893584e-05       8.514639380117e-06       5.371642049001e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  324       1.440421482334e-03       1.866579647102e-05       8.426745767254e-06       5.567409498622e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  325       1.452782192097e-03       1.842355651651e-05       8.340653184358e-06       5.751901707834e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  326       1.466121898166e-03       1.817904910981e-05       8.256406516004e-06       5.925059296012e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  327       1.480372926980e-03       1.793256274855e-05       8.174045599107e-06       6.086849849551e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  328       1.495465637597e-03       1.768439288334e-05       8.093610293175e-06       6.237244441300e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  329       1.511328405915e-03       1.743484196926e-05       8.015140477572e-06       6.376217668542e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  330       1.527887608903e-03       1.718421951737e-05       7.938676048788e-06       6.503747690963e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  331       1.545067608819e-03       1.693284214611e-05       7.864256917706e-06       6.619816268629e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  332       1.562790737442e-03       1.668103363284e-05       7.791923006867e-06       6.724408799964e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  333       1.580980878466e-03       1.642911295234e-05       7.721709920736e-06       6.817531233013e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  334       1.599574419132e-03       1.617735771232e-05       7.653635754048e-06       6.899261534045e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  335       1.618509744234e-03       1.592603922775e-05       7.587713704155e-06       6.969700532599e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  336       1.637723669068e-03       1.567543442861e-05       7.523956338893e-06       7.028955306141e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  337       1.657151427548e-03       1.542582589844e-05       7.462375589176e-06       7.077139236245e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  338       1.676726660307e-03       1.517750191282e-05       7.402982741595e-06       7.114372064771e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  339       1.696381402811e-03       1.493075647791e-05       7.345788431021e-06       7.140779950043e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  340       1.716046073456e-03       1.468588936891e-05       7.290802633198e-06       7.156495523033e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  341       1.735653298805e-03       1.444319238200e-05       7.238031511337e-06       7.161667121194e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  342       1.755149593102e-03       1.420290736605e-05       7.187467823065e-06       7.156486808233e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  343       1.774484151855e-03       1.396526648261e-05       7.139100091280e-06       7.141163655162e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  344       1.793605051586e-03       1.373050585584e-05       7.092915702778e-06       7.115914735448e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  345       1.812459241890e-03       1.349886559681e-05       7.048900897614e-06       7.080965190633e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  346       1.830992537483e-03       1.327058982788e-05       7.007040758468e-06       7.036548295963e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  347       1.849149610260e-03       1.304592670694e-05       6.967319200003e-06       6.982905526005e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  348       1.866873981355e-03       1.282512845183e-05       6.929718958226e-06       6.920286620275e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  349       1.884112084814e-03       1.260843563943e-05       6.894219645256e-06       6.848951113391e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  350       1.900825661202e-03       1.239602933361e-05       6.860791846190e-06       6.769172861445e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  351       1.916979863236e-03       1.218807701646e-05       6.829402756199e-06       6.681235832163e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  352       1.932539226685e-03       1.198474814289e-05       6.800018080511e-06       6.585432724154e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  353       1.947467666424e-03       1.178621414945e-05       6.772602021866e-06       6.482065033967e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  354       1.961728472488e-03       1.159264846324e-05       6.747117267986e-06       6.371443123155e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
